,company,location,skills,experience
921,BOSTON SCIENTIFIC,,"business requirements  ,  dashboards  ,  advanced analytics  ,  macros  ,  data analytics  ,  reporting analyst  ,  alteryx  ,  vba  ,  data cleaning  ,  business objects  ,  sql  ,  database  ,  advanced excel  ,  data visualization  ,  information management  ,  sas  ,  data analyst  ,  tableau  ,  infrastructure  ,  analyst",5 - 8 yrs
922,JLL,,"business requirements  ,  dashboards  ,  use cases  ,  alteryx  ,  predictive modeling  ,  bi  ,  spss  ,  sql  ,  process mapping  ,  security  ,  data science  ,  san  ,  data analysis  ,  information management  ,  sas  ,  mobile  ,  data analyst  ,  tableau  ,  infrastructure  ,  analyst  ,  statistical analysis",5 - 8 yrs
923,JLL,,"dashboards  ,  alteryx  ,  data governance  ,  bi  ,  spss  ,  data warehousing  ,  sql  ,  security  ,  data science  ,  data analysis  ,  information management  ,  sas  ,  consulting  ,  business analysis  ,  data analyst  ,  business intelligence reporting  ,  tableau  ,  project delivery  ,  analyst",4 - 7 yrs
924,"Laxmi Infotech
     (More Jobs)",(More Jobs),"Banking  ,  accounts  ,  Sales Tax  ,  Income Tax  ,  Accounting  ,  Financial Accounting  ,  process associate  ,  data analyst  ,  business analyst  ,  sas developer",1 - 6 yrs
925,CAREERXPERTS CONSULTING,Bengaluru / Bangalore,"digital marketing  ,  researcher  ,  research  ,  market research analyst",10 - 13 yrs
926,SEVEN CONSULTANCY,Bengaluru / Bangalore,"Tracking of completion  ,  Preparation of EOD reports  ,  reporting performance",2 - 4 yrs
927,Morningstar India Pvt Ltd,Hong Kong,"investments  ,  financial services  ,  fund manager  ,  associate analyst  ,  financial markets  ,  cfa",2 - 3 yrs
928,vimeo technologies private limited,Israel,"marketing budget  ,  marketing  ,  online marketing  ,  campaigns  ,  web analytics  ,  marketing analyst",2 - 5 yrs
929,SEVEN CONSULTANCY,Chennai,"bdm  ,  business development  ,  business development manager  ,  sales support  ,  corporate sales  ,  sales  ,  b2b sales  ,  build",4 - 7 yrs
930,Machintel,Pune,"research  ,  primary research  ,  company profiling",0 - 2 yrs
931,SEVEN CONSULTANCY,"Navi Mumbai,  Mumbai,  Thane","advanced analytics  ,  big data analytics  ,  data science",3 - 5 yrs
932,APPLYCUP HIRING SOLUTIONS LLP,Pune,"market research analyst  ,  campaigns  ,  website  ,  marketing automation  ,  marketing  ,  marketing programs",3 - 5 yrs
933,HR DEVI AND ASSOCIATES,Mumbai,"python  ,  web developer  ,  javascript",2 - 4 yrs
934,ANZ GRINDLAYS BANK,Australia,"data testing  ,  test lead  ,  tester  ,  test cases  ,  sql  ,  test data  ,  writing  ,  pl  /  sql  ,  jira  ,  oracle  ,  sas  ,  testing  ,  data integrity  ,  mining  ,  test analyst  ,  agile  ,  unix",2 - 3 yrs
935,QuEST Global Engineering Pvt Ltd,Bengaluru / Bangalore,"algorithms  ,  python  ,  senior software engineer  ,  machine learning  ,  sql  ,  nosql  ,  entry level",4 - 6 yrs
936,QuEST Global Engineering Pvt Ltd,Bengaluru / Bangalore,"algorithms  ,  python  ,  senior software engineer  ,  machine learning  ,  sql  ,  nosql  ,  entry level",4 - 6 yrs
937,Visa Inc.,,"hive  ,  sql  ,  hadoop  ,  big data  ,  python  ,  machine learning  ,  artificial neural networks  ,  consultant",0 - 3 yrs
938,MongoDB Software India Pvt Ltd.,New York City,"mql  ,  sql  ,  database  ,  big data  ,  mongodb  ,  python  ,  machine learning",3 - 10 yrs
939,RGF Professional,"Delhi,  Delhi/NCR","metadata  ,  business intelligence  ,  database  ,  obiee  ,  rdbms  ,  oracle  ,  physical layer  ,  odi  ,  oracle business intelligence  ,  olap  ,  oracle sql",4 - 7 yrs
940,Soroco,Bengaluru / Bangalore,"prototyping  ,  ux designer  ,  user research  ,  information architecture  ,  ux  ,  designer  ,  designing  ,  wireframes  ,  interaction design",3 - 6 yrs
941,StickyPins.inc,Kolkata,"css  ,  software design  ,  wordpress  ,  codeigniter  ,  web development  ,  html  ,  mysql  ,  magento  ,  javascript  ,  shopify  ,  mysql server  ,  infrastructure  ,  php",1 - 4 yrs
942,Pinkerton Consulting & Investigations Inc.,,"security operations  ,  security  ,  computer skills  ,  asset protection  ,  liaison  ,  office equipment  ,  management  ,  physical security  ,  accommodation  ,  travel",2 - 7 yrs
943,DBS Bank Ltd,Singapore,"data mining  ,  python  ,  ms access  ,  problem solving  ,  team player  ,  machine learning  ,  infrastructure  ,  gateway",5 - 8 yrs
944,Cotocus,Bengaluru / Bangalore,"infrastructure  ,  machine learning  ,  cloud computing",0 - 3 yrs
945,Analytics Vidhya,"Gurgaon,  Delhi,  Chennai,  Delhi/NCR","data analysis  ,  c  ,  director  ,  business analytics  ,  data science  ,  statistical modeling  ,  press  ,  statistical analysis",8 - 13 yrs
946,OSI Digital,,"bi  ,  boomi  ,  salesforce  ,  oracle erp  ,  data structures  ,  oracle",5 - 8 yrs
947,Qualtrics,,"computer programming  ,  spss  ,  sql  ,  advanced excel  ,  data visualization  ,  data analytics  ,  data analysis  ,  sas  ,  tableau  ,  written communication  ,  tandem",8 - 11 yrs
948,CAREERXPERTS CONSULTING,Bengaluru / Bangalore,"algorithms  ,  c    ,  data mining  ,  big data  ,  image processing  ,  python  ,  c  ,  team player  ,  machine learning  ,  logical thinking  ,  infrastructure  ,  system architecture",2 - 5 yrs
949,Merck Ltd,Bengaluru / Bangalore,"recruitment  ,  workforce  ,  business partner  ,  hr services  ,  compensation  ,  interview",1 - 3 yrs
950,NTT Data Vertex Software Inc.,Mexico,"business intelligence  ,  pentaho  ,  etl  ,  data services  ,  oracle  ,  data engineer  ,  mx  ,  ssis  ,  conference  ,  data warehousing  ,  sql  ,  database  ,  etl tool  ,  netezza  ,  datastage  ,  teradata  ,  written communication  ,  infrastructure  ,  informatica",6 - 8 yrs
951,FresherMart,Mohali,"python  ,  oracle  ,  sql  ,  database  ,  technical skills",3 - 5 yrs
952,Cognizant Technology Solutions,Hyderabad/Secunderabad,"qa  ,  pl  /  sql  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",0 - 3 yrs
953,IQR Consulting,Ahmedabad,"spss  ,  sql  ,  sas macros  ,  data analytics  ,  oracle  ,  sas  ,  statistical analyst  ,  ms access  ,  factor analysis  ,  predictive modeling  ,  statistical analysis",7 - 10 yrs
954,Gartner India Research & Advisory Services Pvt Ltd,Gurgaon,"information technology  ,  sql  ,  git  ,  technical skills  ,  python  ,  management systems",6 - 9 yrs
955,NTT Data Vertex Software Inc.,Mexico,"business intelligence  ,  pentaho  ,  etl  ,  data services  ,  oracle  ,  data engineer  ,  mx  ,  ssis  ,  conference  ,  data warehousing  ,  sql  ,  database  ,  etl tool  ,  netezza  ,  datastage  ,  teradata  ,  written communication  ,  informatica",2 - 4 yrs
956,Randstad MENA,Chennai,"chemistry  ,  biology  ,  data management  ,  edc  ,  clinical data management  ,  clinical development  ,  life sciences  ,  clinical data manager",5 - 8 yrs
957,FresherMart,Mumbai,"sql  ,  database  ,  security  ,  postgresql  ,  pl  /  pgsql  ,  json  ,  data structures  ,  python  ,  triggers  ,  database developer",3 - 7 yrs
958,FresherMart,Mumbai,"sql  ,  database  ,  security  ,  postgresql  ,  pl  /  pgsql  ,  json  ,  data structures  ,  python  ,  triggers  ,  database developer",3 - 7 yrs
959,Morningstar India Pvt Ltd,Mumbai,"bi  ,  artificial intelligence  ,  database  ,  technical skills",1 - 2 yrs
960,ROCKSTAR GAMES,,"algorithms  ,  games  ,  big data  ,  director  ,  machine learning  ,  product delivery  ,  infrastructure",15 - 18 yrs
961,Angel and Genie,"Pondicherry/Puducherry,  Bengaluru / Bangalore","algorithms  ,  sql  ,  git  ,  technical skills  ,  python  ,  machine learning",5 - 8 yrs
962,Randstad MENA,Chennai,"chemistry  ,  biology  ,  edc  ,  clinical data management  ,  clinical monitoring  ,  clinical data  ,  ich-gcp  ,  ema  ,  life sciences  ,  clinical data manager  ,  sdtm",4 - 7 yrs
963,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  business objects  ,  sdlc",1 - 3 yrs
964,Cognizant Technology Solutions,Coimbatore,"qa  ,  testing  ,  sdlc  ,  bi  ,  test cases  ,  storage  ,  module lead  ,  ms reporting services  ,  integration testing",0 - 3 yrs
965,automotiveMastermind Inc.,Gurgaon,"data mining  ,  sql  ,  xml  ,  software packages  ,  c  ,  information management  ,  sas  ,  javascript  ,  production support  ,  business objects",3 - 6 yrs
966,Moody's Corporation,Gurgaon,"scala  ,  docker  ,  linux  ,  software engineer  ,  software engineering  ,  node.js",3 - 6 yrs
967,NortonLifeLock,Germany,"c#  ,  windows  ,  windows platform  ,  multithreading",0 - 3 yrs
968,HSBC,Pune,"collaboration  ,   Data Analytics  ,   eliciting  ,   documenting",5 - 8 yrs
969,Randstad MENA,Hyderabad/Secunderabad,"audit  ,  accounting  ,  fund accounting  ,",5 - 8 yrs
970,ANZ GRINDLAYS BANK,Australia,"python  ,  sas  ,  sql  ,  infrastructure  ,  hadoop  ,  big data",2 - 3 yrs
971,"Perfect Enterprises
     (More Jobs)",(More Jobs),computer knowledge,0 - 3 yrs
972,Bombardier Transportation India Ltd,Canada,"bi  ,  sql  ,  database  ,  computer skills  ,  oracle  ,  reporting tools",5 - 8 yrs
973,Visa Inc.,,"prototyping  ,  bi  ,  graphics  ,  security  ,  ux design  ,  san  ,  designing  ,  web technologies",6 - 9 yrs
974,Cognizant Technology Solutions,Hyderabad/Secunderabad,"apache  ,  big data  ,  scala  ,  lld  ,  machine learning",1 - 3 yrs
975,Citibank India,Chennai,"hive  ,  cloudera  ,  unix shell scripting  ,  hadoop  ,  pl  /  sql  ,  big data  ,  python  ,  oracle  ,  team player  ,  nosql  ,  written communication  ,  sqoop",8 - 11 yrs
976,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
977,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  java  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
978,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
979,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc  ,  unix",2 - 3 yrs
980,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
981,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  pim  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
982,Cognizant Technology Solutions,Chennai,"qa  ,  oracle  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",0 - 3 yrs
983,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
984,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
985,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
986,Cognizant Technology Solutions,Chennai,"qa  ,  oracle  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",2 - 3 yrs
987,Cognizant Technology Solutions,Bengaluru / Bangalore,"bi  ,  test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",1 - 3 yrs
988,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
989,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
990,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
991,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
992,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",1 - 3 yrs
993,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  oracle  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
994,Cognizant Technology Solutions,Kolkata,"bi  ,  test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
995,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
996,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
997,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
998,Cognizant Technology Solutions,Chennai,"qa  ,  oracle  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",2 - 3 yrs
999,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  security  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1000,Cognizant Technology Solutions,Bengaluru / Bangalore,"bi  ,  test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1001,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  security  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1002,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1003,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1004,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1005,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1006,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  sql  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1007,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  pim  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1008,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1009,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1010,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",1 - 3 yrs
1011,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1012,Cognizant Technology Solutions,Hyderabad/Secunderabad,"apache  ,  pl  /  sql  ,  python  ,  hive  ,  hadoop  ,  lld",2 - 3 yrs
1013,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1014,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1015,Cognizant Technology Solutions,Chennai,"qa  ,  oracle  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",2 - 3 yrs
1016,Cognizant Technology Solutions,Bengaluru / Bangalore,"apache  ,  java  ,  python  ,  sql developer  ,  hadoop  ,  lld",2 - 3 yrs
1017,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1018,Cognizant Technology Solutions,Chennai,"qa  ,  oracle  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",1 - 3 yrs
1019,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1020,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1021,Cognizant Technology Solutions,Gurgaon,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1022,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1023,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1024,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  java  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",1 - 3 yrs
1025,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  pim  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1026,Cognizant Technology Solutions,Pune,"test cases  ,  sql  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1027,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1028,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  sql  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1029,Cognizant Technology Solutions,Kolkata,"qa  ,  pl  /  sql  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",2 - 3 yrs
1030,Cognizant Technology Solutions,Kolkata,"apache  ,  pl  /  sql  ,  python  ,  hadoop  ,  lld",2 - 3 yrs
1031,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",2 - 3 yrs
1032,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",1 - 3 yrs
1033,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1034,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1035,Cognizant Technology Solutions,Gurgaon,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1036,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1037,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1038,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1039,Cognizant Technology Solutions,Bengaluru / Bangalore,"apache  ,  python  ,  hive  ,  scala  ,  lld",0 - 3 yrs
1040,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1041,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  sql  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1042,cloudxlab,Bengaluru / Bangalore,"algorithms  ,  sql  ,  games  ,  software engineering  ,  python  ,  machine learning  ,  forms",3 - 5 yrs
1043,Portware L L C,,"market research  ,  research  ,  qualitative research  ,  market  ,  quantitative research",8 - 12 yrs
1044,Pinkerton Consulting & Investigations Inc.,Singapore,"security operations  ,  security  ,  computer skills  ,  asset protection  ,  liaison  ,  office equipment  ,  management  ,  physical security  ,  accommodation  ,  travel",0 - 10 yrs
1045,Ocrolus,,"artificial intelligence  ,  sql  ,  api  ,  python  ,  machine learning  ,  infrastructure  ,  forms",0 - 3 yrs
1046,Analytics Vidhya,Mumbai,"data mining  ,  bi  ,  linear regression  ,  dashboards  ,  sql  ,  logistic regression  ,  data analysis  ,  sas",2 - 4 yrs
1047,Analytics Vidhya,"Hyderabad/Secunderabad,  Bengaluru / Bangalore","data mining  ,  bi  ,  linear regression  ,  dashboards  ,  sql  ,  data scientist  ,  statistical modeling  ,  logistic regression  ,  data analysis  ,  predictive modeling",2 - 5 yrs
1048,Qualtrics,,"css  ,  java  ,  html  ,  technical skills  ,  python  ,  vb  ,  javascript",0 - 3 yrs
1049,Stemmons Business Services Pvt. Ltd.,Vadodara,"reports  ,  budget development  ,  variance  ,  accounts  ,  reporting",1 - 3 yrs
1050,Analytics Vidhya,Gurgaon,"mdx  ,  conference  ,  bi  ,  business intelligence  ,  sql  ,  database  ,  data modeling  ,  etl  ,  etl development  ,  ssas  ,  written communication  ,  ssis",5 - 8 yrs
1051,clean harbors,Hyderabad/Secunderabad,"information management  ,  computer programming  ,  data mining  ,  bi  ,  sql  ,  ms office suite",3 - 6 yrs
1052,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  operating system  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1053,Gartner India Research & Advisory Services Pvt Ltd,,"senior software engineer  ,  java  ,  git  ,  technical skills  ,  big data  ,  python  ,  machine learning",4 - 7 yrs
1054,Analytics Vidhya,Hyderabad/Secunderabad,"visualization  ,  bi  ,  sql  ,  use cases  ,  advanced excel  ,  data scientist  ,  data analysis  ,  product delivery  ,  tableau  ,  statistical analysis",5 - 8 yrs
1055,"Perfect Enterprises
     (More Jobs)",(More Jobs),computer knowledge,0 - 3 yrs
1056,Go Viralll,Hyderabad/Secunderabad,"security compliance  ,  css  ,  html5  ,  php developer  ,  sql  ,  html  ,  mysql  ,  problem solving  ,  javascript  ,  nosql  ,  infrastructure  ,  php",3 - 4 yrs
1057,Analytics Vidhya,"Delhi,  Delhi/NCR","algorithms  ,  c    ,  java  ,  software packages  ,  python  ,  mobile  ,  problem solving  ,  machine learning  ,  opencv",5 - 8 yrs
1058,Upstox,Mumbai,"authoring  ,  sql  ,  database  ,  linux  ,  data structures  ,  api  ,  hadoop  ,  big data  ,  python  ,  cloud services  ,  nosql  ,  cassandra",4 - 8 yrs
1059,Qualtrics,,"bi  ,  sql  ,  ssrs  ,  mysql  ,  python  ,  problem solving",1 - 2 yrs
1060,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1061,RALPH LAUREN,Bengaluru / Bangalore,"information technology  ,  apache  ,  devops  ,  data structures  ,  python  ,  database programming  ,  algorithms  ,  scala  ,  bi  ,  docker  ,  security  ,  it skills  ,  business environment  ,  machine learning",8 - 11 yrs
1062,MiQ Digital India,Bengaluru / Bangalore,"hive  ,  scala  ,  bi  ,  storage  ,  sql  ,  java  ,  big data  ,  python  ,  mobile  ,  mapreduce  ,  infrastructure",3 - 6 yrs
1063,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1064,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1065,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1066,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1067,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1068,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1069,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1070,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1071,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1072,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1073,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1074,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1075,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1076,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1077,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1078,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1079,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1080,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1081,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1082,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1083,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1084,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1085,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1086,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  oracle  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1087,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1088,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1089,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  oracle  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1090,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
